4.2,75.8,20.0,0.0,0.0
23.0,71.1,5.9,0.0,0.0
12.5,80.7,6.8,0.0,0.0
28.0,69.5,2.5,0.0,0.0
18.9,78.6,2.5,0.0,0.0
18.9,78.6,2.5,0.0,0.0
18.9,78.6,2.5,0.0,0.0
24.1,66.0,9.4,0.0,0.5
18.9,78.6,2.5,0.0,0.0
9.0,69.2,21.8,0.0,0.0
17.4,74.1,8.1,0.4,0.0
6.4,75.7,17.9,0.0,0.0
22.2,72.2,5.6,0.0,0.0
12.5,80.7,6.8,0.0,0.0
20.7,73.8,5.0,0.5,0.0
22.2,72.2,5.6,0.0,0.0
20.7,73.8,5.0,0.5,0.0
9.0,69.2,21.8,0.0,0.0
22.7,71.8,5.2,0.0,0.3
20.7,73.8,5.0,0.5,0.0
22.2,72.2,5.6,0.0,0.0
26.4,67.3,6.3,0.0,0.0
12.5,80.7,6.8,0.0,0.0
22.2,72.2,5.6,0.0,0.0
46.5,49.6,3.5,0.0,0.4
18.9,78.6,2.5,0.0,0.0
13.6,79.2,7.2,0.0,0.0
32.3,64.6,3.1,0.0,0.0
24.1,66.0,9.4,0.0,0.5
1.1,73.3,22.3,1.1,2.2
38.2,58.0,2.5,0.3,1.0
15.0,79.7,5.3,0.0,0.0
46.5,49.6,3.5,0.0,0.4
17.4,74.1,8.1,0.4,0.0
38.2,58.0,2.5,0.3,1.0
13.6,79.2,7.2,0.0,0.0
18.9,78.6,2.5,0.0,0.0
12.5,80.7,6.8,0.0,0.0
31.1,62.2,6.7,0.0,0.0
22.2,72.2,5.6,0.0,0.0
24.1,66.0,9.4,0.0,0.5
17.4,74.1,8.1,0.4,0.0
5.1,73.9,21.0,0.0,0.0
29.1,67.2,3.7,0.0,0.0
1.1,73.3,22.3,1.1,2.2
15.0,79.7,5.3,0.0,0.0
22.3,72.8,4.9,0.0,0.0
46.5,49.6,3.5,0.0,0.4
20.8,67.6,10.6,1.0,0.0
44.5,54.7,0.8,0.0,0.0
17.4,74.1,8.1,0.4,0.0
44.5,54.7,0.8,0.0,0.0
17.5,76.7,5.8,0.0,0.0
38.2,58.0,2.5,0.3,1.0
17.5,76.7,5.8,0.0,0.0
12.5,80.7,6.8,0.0,0.0
26.4,67.3,6.3,0.0,0.0
20.7,73.8,5.0,0.5,0.0
17.4,74.1,8.1,0.4,0.0
22.2,72.2,5.6,0.0,0.0
28.0,69.5,2.5,0.0,0.0
29.1,67.2,3.7,0.0,0.0
38.2,58.0,2.5,0.3,1.0
12.5,80.7,6.8,0.0,0.0
24.1,66.0,9.4,0.0,0.5
20.7,73.8,5.0,0.5,0.0
38.2,58.0,2.5,0.3,1.0
4.8,66.2,29.0,0.0,0.0
13.6,79.2,7.2,0.0,0.0
4.2,75.8,20.0,0.0,0.0
12.5,80.7,6.8,0.0,0.0
17.5,76.7,5.8,0.0,0.0
14.0,70.2,15.8,0.0,0.0
4.2,75.8,20.0,0.0,0.0
13.8,81.6,4.6,0.0,0.0
17.4,74.1,8.1,0.4,0.0
12.5,80.7,6.8,0.0,0.0
17.4,74.1,8.1,0.4,0.0
29.1,67.2,3.7,0.0,0.0
17.5,76.7,5.8,0.0,0.0
22.7,71.8,5.2,0.0,0.3
28.0,69.5,2.5,0.0,0.0
17.5,76.7,5.8,0.0,0.0
13.6,79.2,7.2,0.0,0.0
13.8,81.6,4.6,0.0,0.0
38.2,58.0,2.5,0.3,1.0
17.5,76.7,5.8,0.0,0.0
4.2,75.8,20.0,0.0,0.0
20.8,67.6,10.6,1.0,0.0
46.5,49.6,3.5,0.0,0.4
32.3,64.6,3.1,0.0,0.0
20.7,73.8,5.0,0.5,0.0
38.2,58.0,2.5,0.3,1.0
17.4,74.1,8.1,0.4,0.0
5.0,62.5,32.5,0.0,0.0
12.5,80.7,6.8,0.0,0.0
20.8,67.6,10.6,1.0,0.0
31.1,62.2,6.7,0.0,0.0
13.6,79.2,7.2,0.0,0.0
23.0,71.1,5.9,0.0,0.0
22.7,71.8,5.2,0.0,0.3
17.4,74.1,8.1,0.4,0.0
26.4,67.3,6.3,0.0,0.0
38.2,58.0,2.5,0.3,1.0
38.2,58.0,2.5,0.3,1.0
22.2,72.2,5.6,0.0,0.0
9.6,76.6,13.8,0.0,0.0
38.2,58.0,2.5,0.3,1.0
3.4,49.1,44.1,3.4,0.0
44.5,54.7,0.8,0.0,0.0
38.2,58.0,2.5,0.3,1.0
22.2,72.2,5.6,0.0,0.0
5.1,73.9,21.0,0.0,0.0
18.9,78.6,2.5,0.0,0.0
22.2,72.2,5.6,0.0,0.0
20.7,73.8,5.0,0.5,0.0
20.7,73.8,5.0,0.5,0.0
28.0,69.5,2.5,0.0,0.0
13.6,79.2,7.2,0.0,0.0
23.0,71.1,5.9,0.0,0.0
13.8,81.6,4.6,0.0,0.0
4.2,75.8,20.0,0.0,0.0
23.2,74.1,2.7,0.0,0.0
17.5,76.7,5.8,0.0,0.0
1.1,73.3,22.3,1.1,2.2
24.1,66.0,9.4,0.0,0.5
23.0,71.1,5.9,0.0,0.0
28.0,69.5,2.5,0.0,0.0
5.1,73.9,21.0,0.0,0.0
38.2,58.0,2.5,0.3,1.0
23.2,74.1,2.7,0.0,0.0
17.5,76.7,5.8,0.0,0.0
28.0,69.5,2.5,0.0,0.0
23.0,71.1,5.9,0.0,0.0
12.5,80.7,6.8,0.0,0.0
22.7,71.8,5.2,0.0,0.3
29.1,67.2,3.7,0.0,0.0
20.8,67.6,10.6,1.0,0.0
38.2,58.0,2.5,0.3,1.0
1.1,73.3,22.3,1.1,2.2
5.0,62.5,32.5,0.0,0.0
17.5,76.7,5.8,0.0,0.0
44.5,54.7,0.8,0.0,0.0
22.7,71.8,5.2,0.0,0.3
20.8,67.6,10.6,1.0,0.0
20.8,67.6,10.6,1.0,0.0
14.0,70.2,15.8,0.0,0.0
44.5,54.7,0.8,0.0,0.0
22.7,71.8,5.2,0.0,0.3
46.5,49.6,3.5,0.0,0.4
38.2,58.0,2.5,0.3,1.0
22.7,71.8,5.2,0.0,0.3
28.0,69.5,2.5,0.0,0.0
20.8,67.6,10.6,1.0,0.0
20.8,67.6,10.6,1.0,0.0
20.8,67.6,10.6,1.0,0.0
44.5,54.7,0.8,0.0,0.0
38.2,58.0,2.5,0.3,1.0
13.6,79.2,7.2,0.0,0.0
22.2,72.2,5.6,0.0,0.0
17.4,74.1,8.1,0.4,0.0
20.7,73.8,5.0,0.5,0.0
22.7,71.8,5.2,0.0,0.3
17.4,74.1,8.1,0.4,0.0
25.0,68.8,6.2,0.0,0.0
13.8,81.6,4.6,0.0,0.0
29.1,67.2,3.7,0.0,0.0
13.6,79.2,7.2,0.0,0.0
23.0,71.1,5.9,0.0,0.0
22.2,72.2,5.6,0.0,0.0
29.1,67.2,3.7,0.0,0.0
22.7,71.8,5.2,0.0,0.3
13.8,81.6,4.6,0.0,0.0
20.7,73.8,5.0,0.5,0.0
22.7,71.8,5.2,0.0,0.3
5.1,73.9,21.0,0.0,0.0
15.0,79.7,5.3,0.0,0.0
22.2,72.2,5.6,0.0,0.0
22.7,71.8,5.2,0.0,0.3
26.4,67.3,6.3,0.0,0.0
38.2,58.0,2.5,0.3,1.0
16.2,64.7,14.7,0.0,4.4
22.2,72.2,5.6,0.0,0.0
17.5,76.7,5.8,0.0,0.0
4.2,75.8,20.0,0.0,0.0
28.0,69.5,2.5,0.0,0.0
20.7,73.8,5.0,0.5,0.0
22.2,72.2,5.6,0.0,0.0
20.8,67.6,10.6,1.0,0.0
46.5,49.6,3.5,0.0,0.4
20.7,73.8,5.0,0.5,0.0
15.0,79.7,5.3,0.0,0.0
20.7,73.8,5.0,0.5,0.0
17.4,74.1,8.1,0.4,0.0
22.2,72.2,5.6,0.0,0.0
28.0,69.5,2.5,0.0,0.0
5.1,73.9,21.0,0.0,0.0
6.4,75.7,17.9,0.0,0.0
22.7,71.8,5.2,0.0,0.3
17.4,74.1,8.1,0.4,0.0
22.2,72.2,5.6,0.0,0.0
46.5,49.6,3.5,0.0,0.4
29.1,67.2,3.7,0.0,0.0
17.4,74.1,8.1,0.4,0.0
15.0,79.7,5.3,0.0,0.0
20.8,67.6,10.6,1.0,0.0
17.4,74.1,8.1,0.4,0.0
22.3,72.8,4.9,0.0,0.0
44.5,54.7,0.8,0.0,0.0
22.3,72.8,4.9,0.0,0.0
44.5,54.7,0.8,0.0,0.0
9.6,76.6,13.8,0.0,0.0
22.2,72.2,5.6,0.0,0.0
46.5,49.6,3.5,0.0,0.4
22.7,71.8,5.2,0.0,0.3
28.0,69.5,2.5,0.0,0.0
20.7,73.8,5.0,0.5,0.0
9.0,69.2,21.8,0.0,0.0
1.1,73.3,22.3,1.1,2.2
5.1,73.9,21.0,0.0,0.0
24.1,66.0,9.4,0.0,0.5
15.0,79.7,5.3,0.0,0.0
23.2,74.1,2.7,0.0,0.0
32.3,64.6,3.1,0.0,0.0
17.5,76.7,5.8,0.0,0.0
24.1,66.0,9.4,0.0,0.5
20.8,67.6,10.6,1.0,0.0
6.4,75.7,17.9,0.0,0.0
20.8,67.6,10.6,1.0,0.0
6.4,75.7,17.9,0.0,0.0
1.1,73.3,22.3,1.1,2.2
26.4,67.3,6.3,0.0,0.0
20.7,73.8,5.0,0.5,0.0
22.2,72.2,5.6,0.0,0.0
20.8,67.6,10.6,1.0,0.0
20.8,67.6,10.6,1.0,0.0
22.2,72.2,5.6,0.0,0.0
23.2,74.1,2.7,0.0,0.0
24.1,66.0,9.4,0.0,0.5
24.1,66.0,9.4,0.0,0.5
38.2,58.0,2.5,0.3,1.0
17.4,74.1,8.1,0.4,0.0
9.6,76.6,13.8,0.0,0.0
15.0,79.7,5.3,0.0,0.0
22.7,71.8,5.2,0.0,0.3
24.1,66.0,9.4,0.0,0.5
1.1,73.3,22.3,1.1,2.2
26.4,67.3,6.3,0.0,0.0
13.8,81.6,4.6,0.0,0.0
9.0,69.2,21.8,0.0,0.0
6.4,75.7,17.9,0.0,0.0
22.2,72.2,5.6,0.0,0.0
14.0,70.2,15.8,0.0,0.0
20.7,73.8,5.0,0.5,0.0
28.0,69.5,2.5,0.0,0.0
22.2,72.2,5.6,0.0,0.0
5.1,73.9,21.0,0.0,0.0
17.5,76.7,5.8,0.0,0.0
28.0,69.5,2.5,0.0,0.0
13.8,81.6,4.6,0.0,0.0
22.2,72.2,5.6,0.0,0.0
24.1,66.0,9.4,0.0,0.5
23.0,71.1,5.9,0.0,0.0
20.8,67.6,10.6,1.0,0.0
13.6,79.2,7.2,0.0,0.0
17.5,76.7,5.8,0.0,0.0
16.2,64.7,14.7,0.0,4.4
22.7,71.8,5.2,0.0,0.3
17.4,74.1,8.1,0.4,0.0
4.8,66.2,29.0,0.0,0.0
13.6,79.2,7.2,0.0,0.0
17.4,74.1,8.1,0.4,0.0
26.4,67.3,6.3,0.0,0.0
4.2,75.8,20.0,0.0,0.0
23.0,71.1,5.9,0.0,0.0
4.8,66.2,29.0,0.0,0.0
28.0,69.5,2.5,0.0,0.0
17.5,76.7,5.8,0.0,0.0
31.1,62.2,6.7,0.0,0.0
31.1,62.2,6.7,0.0,0.0
28.0,69.5,2.5,0.0,0.0
38.2,58.0,2.5,0.3,1.0
17.4,74.1,8.1,0.4,0.0
23.2,74.1,2.7,0.0,0.0
17.4,74.1,8.1,0.4,0.0
22.3,72.8,4.9,0.0,0.0
23.2,74.1,2.7,0.0,0.0
38.2,58.0,2.5,0.3,1.0
38.2,58.0,2.5,0.3,1.0
4.8,66.2,29.0,0.0,0.0
23.2,74.1,2.7,0.0,0.0
44.5,54.7,0.8,0.0,0.0
23.0,71.1,5.9,0.0,0.0
22.7,71.8,5.2,0.0,0.3
22.7,71.8,5.2,0.0,0.3
26.4,67.3,6.3,0.0,0.0
38.2,58.0,2.5,0.3,1.0
22.7,71.8,5.2,0.0,0.3
28.0,69.5,2.5,0.0,0.0
46.5,49.6,3.5,0.0,0.4
17.4,74.1,8.1,0.4,0.0
22.7,71.8,5.2,0.0,0.3
5.1,73.9,21.0,0.0,0.0
46.5,49.6,3.5,0.0,0.4
22.7,71.8,5.2,0.0,0.3
5.0,62.5,32.5,0.0,0.0
24.1,66.0,9.4,0.0,0.5
3.4,49.1,44.1,3.4,0.0
16.2,64.7,14.7,0.0,4.4
28.0,69.5,2.5,0.0,0.0
44.5,54.7,0.8,0.0,0.0
15.0,79.7,5.3,0.0,0.0
22.7,71.8,5.2,0.0,0.3
14.0,70.2,15.8,0.0,0.0
14.0,70.2,15.8,0.0,0.0
24.1,66.0,9.4,0.0,0.5
38.2,58.0,2.5,0.3,1.0
24.1,66.0,9.4,0.0,0.5
22.7,71.8,5.2,0.0,0.3
32.3,64.6,3.1,0.0,0.0
17.4,74.1,8.1,0.4,0.0
24.1,66.0,9.4,0.0,0.5
38.2,58.0,2.5,0.3,1.0
23.2,74.1,2.7,0.0,0.0
28.0,69.5,2.5,0.0,0.0
20.7,73.8,5.0,0.5,0.0
38.2,58.0,2.5,0.3,1.0
29.1,67.2,3.7,0.0,0.0
29.1,67.2,3.7,0.0,0.0
29.1,67.2,3.7,0.0,0.0
20.7,73.8,5.0,0.5,0.0
9.0,69.2,21.8,0.0,0.0
13.6,79.2,7.2,0.0,0.0
29.1,67.2,3.7,0.0,0.0
5.1,73.9,21.0,0.0,0.0
17.4,74.1,8.1,0.4,0.0
25.0,68.8,6.2,0.0,0.0
13.6,79.2,7.2,0.0,0.0
17.5,76.7,5.8,0.0,0.0
13.8,81.6,4.6,0.0,0.0
17.5,76.7,5.8,0.0,0.0
5.1,73.9,21.0,0.0,0.0
17.5,76.7,5.8,0.0,0.0
17.4,74.1,8.1,0.4,0.0
22.2,72.2,5.6,0.0,0.0
1.1,73.3,22.3,1.1,2.2
22.7,71.8,5.2,0.0,0.3
20.7,73.8,5.0,0.5,0.0
12.5,80.7,6.8,0.0,0.0
4.8,66.2,29.0,0.0,0.0
4.2,75.8,20.0,0.0,0.0
17.4,74.1,8.1,0.4,0.0
18.9,78.6,2.5,0.0,0.0
20.8,67.6,10.6,1.0,0.0
14.0,70.2,15.8,0.0,0.0
13.8,81.6,4.6,0.0,0.0
20.7,73.8,5.0,0.5,0.0
5.1,73.9,21.0,0.0,0.0
18.9,78.6,2.5,0.0,0.0
28.0,69.5,2.5,0.0,0.0
17.4,74.1,8.1,0.4,0.0
22.7,71.8,5.2,0.0,0.3
38.2,58.0,2.5,0.3,1.0
14.0,70.2,15.8,0.0,0.0
38.2,58.0,2.5,0.3,1.0
38.2,58.0,2.5,0.3,1.0
23.0,71.1,5.9,0.0,0.0
26.4,67.3,6.3,0.0,0.0
12.5,80.7,6.8,0.0,0.0
38.2,58.0,2.5,0.3,1.0
46.5,49.6,3.5,0.0,0.4
12.5,80.7,6.8,0.0,0.0
28.0,69.5,2.5,0.0,0.0
32.3,64.6,3.1,0.0,0.0
46.5,49.6,3.5,0.0,0.4
22.7,71.8,5.2,0.0,0.3
18.9,78.6,2.5,0.0,0.0
17.4,74.1,8.1,0.4,0.0
24.1,66.0,9.4,0.0,0.5
20.7,73.8,5.0,0.5,0.0
25.0,68.8,6.2,0.0,0.0
22.2,72.2,5.6,0.0,0.0
22.7,71.8,5.2,0.0,0.3
17.4,74.1,8.1,0.4,0.0
15.0,79.7,5.3,0.0,0.0
12.5,80.7,6.8,0.0,0.0
23.2,74.1,2.7,0.0,0.0
22.7,71.8,5.2,0.0,0.3
17.5,76.7,5.8,0.0,0.0
22.7,71.8,5.2,0.0,0.3
46.5,49.6,3.5,0.0,0.4
38.2,58.0,2.5,0.3,1.0
26.4,67.3,6.3,0.0,0.0
29.1,67.2,3.7,0.0,0.0
20.7,73.8,5.0,0.5,0.0
22.7,71.8,5.2,0.0,0.3
26.4,67.3,6.3,0.0,0.0
17.4,74.1,8.1,0.4,0.0
13.6,79.2,7.2,0.0,0.0
46.5,49.6,3.5,0.0,0.4
22.7,71.8,5.2,0.0,0.3
28.0,69.5,2.5,0.0,0.0
22.2,72.2,5.6,0.0,0.0
20.8,67.6,10.6,1.0,0.0
22.3,72.8,4.9,0.0,0.0
44.5,54.7,0.8,0.0,0.0
28.0,69.5,2.5,0.0,0.0
13.6,79.2,7.2,0.0,0.0
22.7,71.8,5.2,0.0,0.3
24.1,66.0,9.4,0.0,0.5
23.2,74.1,2.7,0.0,0.0
23.0,71.1,5.9,0.0,0.0
12.5,80.7,6.8,0.0,0.0
22.2,72.2,5.6,0.0,0.0
22.2,72.2,5.6,0.0,0.0
23.0,71.1,5.9,0.0,0.0
24.1,66.0,9.4,0.0,0.5
23.2,74.1,2.7,0.0,0.0
46.5,49.6,3.5,0.0,0.4
22.7,71.8,5.2,0.0,0.3
17.4,74.1,8.1,0.4,0.0
23.2,74.1,2.7,0.0,0.0
9.0,69.2,21.8,0.0,0.0
5.0,62.5,32.5,0.0,0.0
38.2,58.0,2.5,0.3,1.0
17.5,76.7,5.8,0.0,0.0
17.5,76.7,5.8,0.0,0.0
1.1,73.3,22.3,1.1,2.2
13.8,81.6,4.6,0.0,0.0
22.3,72.8,4.9,0.0,0.0
18.9,78.6,2.5,0.0,0.0
46.5,49.6,3.5,0.0,0.4
46.5,49.6,3.5,0.0,0.4
17.5,76.7,5.8,0.0,0.0
18.9,78.6,2.5,0.0,0.0
15.0,79.7,5.3,0.0,0.0
26.4,67.3,6.3,0.0,0.0
17.4,74.1,8.1,0.4,0.0
20.8,67.6,10.6,1.0,0.0
22.2,72.2,5.6,0.0,0.0
24.1,66.0,9.4,0.0,0.5
46.5,49.6,3.5,0.0,0.4
29.1,67.2,3.7,0.0,0.0
15.0,79.7,5.3,0.0,0.0
17.5,76.7,5.8,0.0,0.0
18.9,78.6,2.5,0.0,0.0
46.5,49.6,3.5,0.0,0.4
46.5,49.6,3.5,0.0,0.4
13.8,81.6,4.6,0.0,0.0
17.4,74.1,8.1,0.4,0.0
17.4,74.1,8.1,0.4,0.0
15.0,79.7,5.3,0.0,0.0
22.7,71.8,5.2,0.0,0.3
38.2,58.0,2.5,0.3,1.0
22.2,72.2,5.6,0.0,0.0
26.4,67.3,6.3,0.0,0.0
17.4,74.1,8.1,0.4,0.0
23.0,71.1,5.9,0.0,0.0
38.2,58.0,2.5,0.3,1.0
18.9,78.6,2.5,0.0,0.0
20.8,67.6,10.6,1.0,0.0
32.3,64.6,3.1,0.0,0.0
17.4,74.1,8.1,0.4,0.0
18.9,78.6,2.5,0.0,0.0
20.8,67.6,10.6,1.0,0.0
3.4,49.1,44.1,3.4,0.0
6.4,75.7,17.9,0.0,0.0
23.0,71.1,5.9,0.0,0.0
3.4,49.1,44.1,3.4,0.0
15.0,79.7,5.3,0.0,0.0
22.2,72.2,5.6,0.0,0.0
28.0,69.5,2.5,0.0,0.0
22.3,72.8,4.9,0.0,0.0
17.4,74.1,8.1,0.4,0.0
28.0,69.5,2.5,0.0,0.0
13.8,81.6,4.6,0.0,0.0
17.4,74.1,8.1,0.4,0.0
9.0,69.2,21.8,0.0,0.0
17.4,74.1,8.1,0.4,0.0
46.5,49.6,3.5,0.0,0.4
17.4,74.1,8.1,0.4,0.0
26.4,67.3,6.3,0.0,0.0
18.9,78.6,2.5,0.0,0.0
3.4,49.1,44.1,3.4,0.0
46.5,49.6,3.5,0.0,0.4
16.2,64.7,14.7,0.0,4.4
9.6,76.6,13.8,0.0,0.0
22.7,71.8,5.2,0.0,0.3
4.2,75.8,20.0,0.0,0.0
20.8,67.6,10.6,1.0,0.0
31.1,62.2,6.7,0.0,0.0
15.0,79.7,5.3,0.0,0.0
4.8,66.2,29.0,0.0,0.0
22.2,72.2,5.6,0.0,0.0
9.0,69.2,21.8,0.0,0.0
6.4,75.7,17.9,0.0,0.0
28.0,69.5,2.5,0.0,0.0
9.6,76.6,13.8,0.0,0.0
38.2,58.0,2.5,0.3,1.0
15.0,79.7,5.3,0.0,0.0
38.2,58.0,2.5,0.3,1.0
18.9,78.6,2.5,0.0,0.0
20.7,73.8,5.0,0.5,0.0
44.5,54.7,0.8,0.0,0.0
9.6,76.6,13.8,0.0,0.0
12.5,80.7,6.8,0.0,0.0
29.1,67.2,3.7,0.0,0.0
12.5,80.7,6.8,0.0,0.0
38.2,58.0,2.5,0.3,1.0
17.5,76.7,5.8,0.0,0.0
13.6,79.2,7.2,0.0,0.0
20.7,73.8,5.0,0.5,0.0
1.1,73.3,22.3,1.1,2.2
18.9,78.6,2.5,0.0,0.0
23.0,71.1,5.9,0.0,0.0
3.4,49.1,44.1,3.4,0.0
5.1,73.9,21.0,0.0,0.0
4.2,75.8,20.0,0.0,0.0
20.8,67.6,10.6,1.0,0.0
20.8,67.6,10.6,1.0,0.0
38.2,58.0,2.5,0.3,1.0
20.8,67.6,10.6,1.0,0.0
22.3,72.8,4.9,0.0,0.0
38.2,58.0,2.5,0.3,1.0
22.7,71.8,5.2,0.0,0.3
1.1,73.3,22.3,1.1,2.2
28.0,69.5,2.5,0.0,0.0
5.0,62.5,32.5,0.0,0.0
38.2,58.0,2.5,0.3,1.0
24.1,66.0,9.4,0.0,0.5
17.5,76.7,5.8,0.0,0.0
20.8,67.6,10.6,1.0,0.0
22.7,71.8,5.2,0.0,0.3
22.7,71.8,5.2,0.0,0.3
17.4,74.1,8.1,0.4,0.0
20.8,67.6,10.6,1.0,0.0
6.4,75.7,17.9,0.0,0.0
20.7,73.8,5.0,0.5,0.0
17.5,76.7,5.8,0.0,0.0
46.5,49.6,3.5,0.0,0.4
23.2,74.1,2.7,0.0,0.0
31.1,62.2,6.7,0.0,0.0
5.1,73.9,21.0,0.0,0.0
5.1,73.9,21.0,0.0,0.0
22.2,72.2,5.6,0.0,0.0
4.2,75.8,20.0,0.0,0.0
5.0,62.5,32.5,0.0,0.0
38.2,58.0,2.5,0.3,1.0
13.8,81.6,4.6,0.0,0.0
13.6,79.2,7.2,0.0,0.0
17.5,76.7,5.8,0.0,0.0
28.0,69.5,2.5,0.0,0.0
13.8,81.6,4.6,0.0,0.0
20.8,67.6,10.6,1.0,0.0
5.1,73.9,21.0,0.0,0.0
28.0,69.5,2.5,0.0,0.0
13.8,81.6,4.6,0.0,0.0
17.4,74.1,8.1,0.4,0.0
38.2,58.0,2.5,0.3,1.0
20.8,67.6,10.6,1.0,0.0
32.3,64.6,3.1,0.0,0.0
17.4,74.1,8.1,0.4,0.0
13.6,79.2,7.2,0.0,0.0
17.5,76.7,5.8,0.0,0.0
15.0,79.7,5.3,0.0,0.0
5.1,73.9,21.0,0.0,0.0
22.7,71.8,5.2,0.0,0.3
14.0,70.2,15.8,0.0,0.0
22.7,71.8,5.2,0.0,0.3
22.2,72.2,5.6,0.0,0.0
46.5,49.6,3.5,0.0,0.4
24.1,66.0,9.4,0.0,0.5
5.1,73.9,21.0,0.0,0.0
17.4,74.1,8.1,0.4,0.0
38.2,58.0,2.5,0.3,1.0
22.3,72.8,4.9,0.0,0.0
26.4,67.3,6.3,0.0,0.0
22.7,71.8,5.2,0.0,0.3
1.1,73.3,22.3,1.1,2.2
22.2,72.2,5.6,0.0,0.0
23.0,71.1,5.9,0.0,0.0
22.2,72.2,5.6,0.0,0.0
20.8,67.6,10.6,1.0,0.0
24.1,66.0,9.4,0.0,0.5
46.5,49.6,3.5,0.0,0.4
22.3,72.8,4.9,0.0,0.0
29.1,67.2,3.7,0.0,0.0
4.8,66.2,29.0,0.0,0.0
24.1,66.0,9.4,0.0,0.5
13.6,79.2,7.2,0.0,0.0
18.9,78.6,2.5,0.0,0.0
22.3,72.8,4.9,0.0,0.0
23.0,71.1,5.9,0.0,0.0
24.1,66.0,9.4,0.0,0.5
20.8,67.6,10.6,1.0,0.0
4.8,66.2,29.0,0.0,0.0
5.0,62.5,32.5,0.0,0.0
20.8,67.6,10.6,1.0,0.0
18.9,78.6,2.5,0.0,0.0
13.6,79.2,7.2,0.0,0.0
20.8,67.6,10.6,1.0,0.0
25.0,68.8,6.2,0.0,0.0
13.8,81.6,4.6,0.0,0.0
22.7,71.8,5.2,0.0,0.3
4.2,75.8,20.0,0.0,0.0
23.0,71.1,5.9,0.0,0.0
20.7,73.8,5.0,0.5,0.0
31.1,62.2,6.7,0.0,0.0
22.7,71.8,5.2,0.0,0.3
1.1,73.3,22.3,1.1,2.2
44.5,54.7,0.8,0.0,0.0
22.7,71.8,5.2,0.0,0.3
3.4,49.1,44.1,3.4,0.0
4.8,66.2,29.0,0.0,0.0
44.5,54.7,0.8,0.0,0.0
28.0,69.5,2.5,0.0,0.0
22.2,72.2,5.6,0.0,0.0
23.0,71.1,5.9,0.0,0.0
4.2,75.8,20.0,0.0,0.0
46.5,49.6,3.5,0.0,0.4
20.8,67.6,10.6,1.0,0.0
1.1,73.3,22.3,1.1,2.2
26.4,67.3,6.3,0.0,0.0
22.2,72.2,5.6,0.0,0.0
24.1,66.0,9.4,0.0,0.5
17.5,76.7,5.8,0.0,0.0
17.5,76.7,5.8,0.0,0.0
32.3,64.6,3.1,0.0,0.0
46.5,49.6,3.5,0.0,0.4
3.4,49.1,44.1,3.4,0.0
17.5,76.7,5.8,0.0,0.0
14.0,70.2,15.8,0.0,0.0
26.4,67.3,6.3,0.0,0.0
17.5,76.7,5.8,0.0,0.0
22.7,71.8,5.2,0.0,0.3
18.9,78.6,2.5,0.0,0.0
15.0,79.7,5.3,0.0,0.0
14.0,70.2,15.8,0.0,0.0
22.7,71.8,5.2,0.0,0.3
23.2,74.1,2.7,0.0,0.0
26.4,67.3,6.3,0.0,0.0
46.5,49.6,3.5,0.0,0.4
23.2,74.1,2.7,0.0,0.0
22.2,72.2,5.6,0.0,0.0
5.0,62.5,32.5,0.0,0.0
4.2,75.8,20.0,0.0,0.0
26.4,67.3,6.3,0.0,0.0
13.8,81.6,4.6,0.0,0.0
38.2,58.0,2.5,0.3,1.0
28.0,69.5,2.5,0.0,0.0
12.5,80.7,6.8,0.0,0.0
26.4,67.3,6.3,0.0,0.0
28.0,69.5,2.5,0.0,0.0
5.1,73.9,21.0,0.0,0.0
9.0,69.2,21.8,0.0,0.0
29.1,67.2,3.7,0.0,0.0
38.2,58.0,2.5,0.3,1.0
20.8,67.6,10.6,1.0,0.0
17.4,74.1,8.1,0.4,0.0
20.7,73.8,5.0,0.5,0.0
26.4,67.3,6.3,0.0,0.0
22.7,71.8,5.2,0.0,0.3
14.0,70.2,15.8,0.0,0.0
24.1,66.0,9.4,0.0,0.5
23.0,71.1,5.9,0.0,0.0
4.8,66.2,29.0,0.0,0.0
22.2,72.2,5.6,0.0,0.0
24.1,66.0,9.4,0.0,0.5
28.0,69.5,2.5,0.0,0.0
22.7,71.8,5.2,0.0,0.3
38.2,58.0,2.5,0.3,1.0
22.2,72.2,5.6,0.0,0.0
23.0,71.1,5.9,0.0,0.0
22.7,71.8,5.2,0.0,0.3
24.1,66.0,9.4,0.0,0.5
13.6,79.2,7.2,0.0,0.0
46.5,49.6,3.5,0.0,0.4
5.1,73.9,21.0,0.0,0.0
13.6,79.2,7.2,0.0,0.0
22.2,72.2,5.6,0.0,0.0
13.6,79.2,7.2,0.0,0.0
5.1,73.9,21.0,0.0,0.0
4.2,75.8,20.0,0.0,0.0
17.4,74.1,8.1,0.4,0.0
20.8,67.6,10.6,1.0,0.0
24.1,66.0,9.4,0.0,0.5
22.7,71.8,5.2,0.0,0.3
24.1,66.0,9.4,0.0,0.5
20.7,73.8,5.0,0.5,0.0
20.7,73.8,5.0,0.5,0.0
23.2,74.1,2.7,0.0,0.0
4.2,75.8,20.0,0.0,0.0
5.1,73.9,21.0,0.0,0.0
24.1,66.0,9.4,0.0,0.5
22.2,72.2,5.6,0.0,0.0
9.0,69.2,21.8,0.0,0.0
44.5,54.7,0.8,0.0,0.0
23.0,71.1,5.9,0.0,0.0
17.4,74.1,8.1,0.4,0.0
17.4,74.1,8.1,0.4,0.0
